"産業小分類，従業者規模","総数_事業所数","総数_従業者数(注)","総数_従業者数(注)_男","総数_従業者数(注)_女","総数_従業者数(注)_うち常用雇用者(注)","総数_従業者数(注)_うち常用雇用者(注)_男","総数_従業者数(注)_うち常用雇用者(注)_女","個人_事業所数","個人_従業者数(注)","個人_従業者数(注)_男","個人_従業者数(注)_女","個人_従業者数(注)_うち常用雇用者(注)","個人_従業者数(注)_うち常用雇用者(注)_男","個人_従業者数(注)_うち常用雇用者(注)_女","法人_事業所数","法人_従業者数(注)","法人_従業者数(注)_男","法人_従業者数(注)_女","法人_従業者数(注)_うち常用雇用者(注)","法人_従業者数(注)_うち常用雇用者(注)_男","法人_従業者数(注)_うち常用雇用者(注)_女","法人_会社_事業所数","法人_会社_従業者数(注)","法人_会社_従業者数(注)_男","法人_会社_従業者数(注)_女","法人_会社_従業者数(注)_うち常用雇用者(注)","法人_会社_従業者数(注)_うち常用雇用者(注)_男","法人_会社_従業者数(注)_うち常用雇用者(注)_女","法人_会社以外の法人_事業所数","法人_会社以外の法人_従業者数(注)","法人_会社以外の法人_従業者数(注)_男","法人_会社以外の法人_従業者数(注)_女","法人_会社以外の法人_従業者数(注)_うち常用雇用者(注)","法人_会社以外の法人_従業者数(注)_うち常用雇用者(注)_男","法人_会社以外の法人_従業者数(注)_うち常用雇用者(注)_女","法人でない団体_事業所数","法人でない団体_従業者数(注)","法人でない団体_従業者数(注)_男","法人でない団体_従業者数(注)_女","法人でない団体_従業者数(注)_うち常用雇用者(注)","法人でない団体_従業者数(注)_うち常用雇用者(注)_男","法人でない団体_従業者数(注)_うち常用雇用者(注)_女"
"　A 農業，林業_　01 農業_　012 畜産農業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　01 農業_　012 畜産農業_(再掲)5人以下","5.0","15.0","9.0","6.0","12.0","6.0","6.0","-","-","-","-","-","-","-","4.0","12.0","7.0","5.0","10.0","5.0","5.0","2.0","9.0","4.0","5.0","9.0","4.0","5.0","2.0","3.0","3.0","-","1.0","1.0","-","1.0","3.0","2.0","1.0","2.0","1.0","1.0"
"　A 農業，林業_　01 農業_　012 畜産農業_(再掲)20人以下","13.0","84.0","53.0","31.0","63.0","42.0","21.0","-","-","-","-","-","-","-","12.0","81.0","51.0","30.0","61.0","41.0","20.0","7.0","56.0","30.0","26.0","46.0","27.0","19.0","5.0","25.0","21.0","4.0","15.0","14.0","1.0","1.0","3.0","2.0","1.0","2.0","1.0","1.0"
"　A 農業，林業_　01 農業_　013 農業サービス業(園芸サービス業を除く)","49.0","452.0","372.0","80.0","204.0","140.0","64.0","-","-","-","-","-","-","-","48.0","441.0","362.0","79.0","203.0","140.0","63.0","6.0","51.0","26.0","25.0","36.0","19.0","17.0","42.0","390.0","336.0","54.0","167.0","121.0","46.0","1.0","11.0","10.0","1.0","1.0","-","1.0"
"　A 農業，林業_　01 農業_　013 農業サービス業(園芸サービス業を除く)_1～4人","18.0","44.0","36.0","8.0","20.0","12.0","8.0","-","-","-","-","-","-","-","18.0","44.0","36.0","8.0","20.0","12.0","8.0","1.0","1.0","1.0","-","1.0","1.0","-","17.0","43.0","35.0","8.0","19.0","11.0","8.0","-","-","-","-","-","-","-"
"　A 農業，林業_　01 農業_　013 農業サービス業(園芸サービス業を除く)_5～9人","14.0","93.0","63.0","30.0","79.0","52.0","27.0","-","-","-","-","-","-","-","14.0","93.0","63.0","30.0","79.0","52.0","27.0","2.0","15.0","8.0","7.0","12.0","5.0","7.0","12.0","78.0","55.0","23.0","67.0","47.0","20.0","-","-","-","-","-","-","-"
"　A 農業，林業_　01 農業_　013 農業サービス業(園芸サービス業を除く)_10～19人","12.0","139.0","103.0","36.0","63.0","39.0","24.0","-","-","-","-","-","-","-","11.0","128.0","93.0","35.0","62.0","39.0","23.0","3.0","35.0","17.0","18.0","23.0","13.0","10.0","8.0","93.0","76.0","17.0","39.0","26.0","13.0","1.0","11.0","10.0","1.0","1.0","-","1.0"
"　A 農業，林業_　01 農業_　013 農業サービス業(園芸サービス業を除く)_20～29人","1.0","22.0","21.0","1.0","3.0","2.0","1.0","-","-","-","-","-","-","-","1.0","22.0","21.0","1.0","3.0","2.0","1.0","-","-","-","-","-","-","-","1.0","22.0","21.0","1.0","3.0","2.0","1.0","-","-","-","-","-","-","-"
"　A 農業，林業_　01 農業_　013 農業サービス業(園芸サービス業を除く)_30～49人","4.0","154.0","149.0","5.0","39.0","35.0","4.0","-","-","-","-","-","-","-","4.0","154.0","149.0","5.0","39.0","35.0","4.0","-","-","-","-","-","-","-","4.0","154.0","149.0","5.0","39.0","35.0","4.0","-","-","-","-","-","-","-"
"　A 農業，林業_　01 農業_　013 農業サービス業(園芸サービス業を除く)_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　01 農業_　013 農業サービス業(園芸サービス業を除く)_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　01 農業_　013 農業サービス業(園芸サービス業を除く)_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　01 農業_　013 農業サービス業(園芸サービス業を除く)_(再掲)5人以下","21.0","59.0","47.0","12.0","32.0","22.0","10.0","-","-","-","-","-","-","-","21.0","59.0","47.0","12.0","32.0","22.0","10.0","1.0","1.0","1.0","-","1.0","1.0","-","20.0","58.0","46.0","12.0","31.0","21.0","10.0","-","-","-","-","-","-","-"
"　A 農業，林業_　01 農業_　013 農業サービス業(園芸サービス業を除く)_(再掲)20人以下","44.0","276.0","202.0","74.0","162.0","103.0","59.0","-","-","-","-","-","-","-","43.0","265.0","192.0","73.0","161.0","103.0","58.0","6.0","51.0","26.0","25.0","36.0","19.0","17.0","37.0","214.0","166.0","48.0","125.0","84.0","41.0","1.0","11.0","10.0","1.0","1.0","-","1.0"
"　A 農業，林業_　01 農業_　014 園芸サービス業","5.0","49.0","47.0","2.0","39.0","38.0","1.0","-","-","-","-","-","-","-","4.0","33.0","31.0","2.0","24.0","23.0","1.0","4.0","33.0","31.0","2.0","24.0","23.0","1.0","-","-","-","-","-","-","-","1.0","16.0","16.0","-","15.0","15.0","-"
"　A 農業，林業_　01 農業_　014 園芸サービス業_1～4人","1.0","1.0","1.0","-","-","-","-","-","-","-","-","-","-","-","1.0","1.0","1.0","-","-","-","-","1.0","1.0","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　01 農業_　014 園芸サービス業_5～9人","2.0","15.0","14.0","1.0","11.0","11.0","-","-","-","-","-","-","-","-","2.0","15.0","14.0","1.0","11.0","11.0","-","2.0","15.0","14.0","1.0","11.0","11.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　01 農業_　014 園芸サービス業_10～19人","2.0","33.0","32.0","1.0","28.0","27.0","1.0","-","-","-","-","-","-","-","1.0","17.0","16.0","1.0","13.0","12.0","1.0","1.0","17.0","16.0","1.0","13.0","12.0","1.0","-","-","-","-","-","-","-","1.0","16.0","16.0","-","15.0","15.0","-"
"　A 農業，林業_　01 農業_　014 園芸サービス業_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　01 農業_　014 園芸サービス業_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　01 農業_　014 園芸サービス業_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　01 農業_　014 園芸サービス業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　01 農業_　014 園芸サービス業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　01 農業_　014 園芸サービス業_(再掲)5人以下","1.0","1.0","1.0","-","-","-","-","-","-","-","-","-","-","-","1.0","1.0","1.0","-","-","-","-","1.0","1.0","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　01 農業_　014 園芸サービス業_(再掲)20人以下","5.0","49.0","47.0","2.0","39.0","38.0","1.0","-","-","-","-","-","-","-","4.0","33.0","31.0","2.0","24.0","23.0","1.0","4.0","33.0","31.0","2.0","24.0","23.0","1.0","-","-","-","-","-","-","-","1.0","16.0","16.0","-","15.0","15.0","-"
"　A 農業，林業_　02 林業_","50.0","792.0","741.0","51.0","400.0","360.0","40.0","-","-","-","-","-","-","-","48.0","776.0","726.0","50.0","397.0","358.0","39.0","20.0","109.0","87.0","22.0","79.0","64.0","15.0","28.0","667.0","639.0","28.0","318.0","294.0","24.0","2.0","16.0","15.0","1.0","3.0","2.0","1.0"
"　A 農業，林業_　02 林業__1～4人","23.0","53.0","41.0","12.0","17.0","12.0","5.0","-","-","-","-","-","-","-","22.0","51.0","39.0","12.0","17.0","12.0","5.0","11.0","28.0","21.0","7.0","13.0","10.0","3.0","11.0","23.0","18.0","5.0","4.0","2.0","2.0","1.0","2.0","2.0","-","-","-","-"
"　A 農業，林業_　02 林業__5～9人","8.0","48.0","38.0","10.0","33.0","24.0","9.0","-","-","-","-","-","-","-","8.0","48.0","38.0","10.0","33.0","24.0","9.0","6.0","37.0","28.0","9.0","28.0","20.0","8.0","2.0","11.0","10.0","1.0","5.0","4.0","1.0","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業__10～19人","6.0","82.0","75.0","7.0","46.0","41.0","5.0","-","-","-","-","-","-","-","5.0","68.0","62.0","6.0","43.0","39.0","4.0","3.0","44.0","38.0","6.0","38.0","34.0","4.0","2.0","24.0","24.0","-","5.0","5.0","-","1.0","14.0","13.0","1.0","3.0","2.0","1.0"
"　A 農業，林業_　02 林業__20～29人","2.0","50.0","47.0","3.0","21.0","18.0","3.0","-","-","-","-","-","-","-","2.0","50.0","47.0","3.0","21.0","18.0","3.0","-","-","-","-","-","-","-","2.0","50.0","47.0","3.0","21.0","18.0","3.0","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業__30～49人","6.0","248.0","236.0","12.0","132.0","121.0","11.0","-","-","-","-","-","-","-","6.0","248.0","236.0","12.0","132.0","121.0","11.0","-","-","-","-","-","-","-","6.0","248.0","236.0","12.0","132.0","121.0","11.0","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業__50～99人","5.0","311.0","304.0","7.0","151.0","144.0","7.0","-","-","-","-","-","-","-","5.0","311.0","304.0","7.0","151.0","144.0","7.0","-","-","-","-","-","-","-","5.0","311.0","304.0","7.0","151.0","144.0","7.0","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業__100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業__出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業__(再掲)5人以下","26.0","68.0","53.0","15.0","30.0","22.0","8.0","-","-","-","-","-","-","-","25.0","66.0","51.0","15.0","30.0","22.0","8.0","13.0","38.0","29.0","9.0","21.0","16.0","5.0","12.0","28.0","22.0","6.0","9.0","6.0","3.0","1.0","2.0","2.0","-","-","-","-"
"　A 農業，林業_　02 林業__(再掲)20人以下","37.0","183.0","154.0","29.0","96.0","77.0","19.0","-","-","-","-","-","-","-","35.0","167.0","139.0","28.0","93.0","75.0","18.0","20.0","109.0","87.0","22.0","79.0","64.0","15.0","15.0","58.0","52.0","6.0","14.0","11.0","3.0","2.0","16.0","15.0","1.0","3.0","2.0","1.0"
"　A 農業，林業_　02 林業_　020 管理，補助的経済活動を行う事業所","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　020 管理，補助的経済活動を行う事業所_1～4人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　020 管理，補助的経済活動を行う事業所_5～9人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　020 管理，補助的経済活動を行う事業所_10～19人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　020 管理，補助的経済活動を行う事業所_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　020 管理，補助的経済活動を行う事業所_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　020 管理，補助的経済活動を行う事業所_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　020 管理，補助的経済活動を行う事業所_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　020 管理，補助的経済活動を行う事業所_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　020 管理，補助的経済活動を行う事業所_(再掲)5人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　020 管理，補助的経済活動を行う事業所_(再掲)20人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　021 育林業","18.0","60.0","53.0","7.0","23.0","18.0","5.0","-","-","-","-","-","-","-","16.0","44.0","38.0","6.0","20.0","16.0","4.0","6.0","18.0","15.0","3.0","13.0","11.0","2.0","10.0","26.0","23.0","3.0","7.0","5.0","2.0","2.0","16.0","15.0","1.0","3.0","2.0","1.0"
"　A 農業，林業_　02 林業_　021 育林業_1～4人","13.0","25.0","22.0","3.0","7.0","6.0","1.0","-","-","-","-","-","-","-","12.0","23.0","20.0","3.0","7.0","6.0","1.0","4.0","8.0","7.0","1.0","5.0","5.0","-","8.0","15.0","13.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","-","-","-","-"
"　A 農業，林業_　02 林業_　021 育林業_5～9人","4.0","21.0","18.0","3.0","13.0","10.0","3.0","-","-","-","-","-","-","-","4.0","21.0","18.0","3.0","13.0","10.0","3.0","2.0","10.0","8.0","2.0","8.0","6.0","2.0","2.0","11.0","10.0","1.0","5.0","4.0","1.0","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　021 育林業_10～19人","1.0","14.0","13.0","1.0","3.0","2.0","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0","14.0","13.0","1.0","3.0","2.0","1.0"
"　A 農業，林業_　02 林業_　021 育林業_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　021 育林業_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　021 育林業_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　021 育林業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　021 育林業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　021 育林業_(再掲)5人以下","16.0","40.0","34.0","6.0","20.0","16.0","4.0","-","-","-","-","-","-","-","15.0","38.0","32.0","6.0","20.0","16.0","4.0","6.0","18.0","15.0","3.0","13.0","11.0","2.0","9.0","20.0","17.0","3.0","7.0","5.0","2.0","1.0","2.0","2.0","-","-","-","-"
"　A 農業，林業_　02 林業_　021 育林業_(再掲)20人以下","18.0","60.0","53.0","7.0","23.0","18.0","5.0","-","-","-","-","-","-","-","16.0","44.0","38.0","6.0","20.0","16.0","4.0","6.0","18.0","15.0","3.0","13.0","11.0","2.0","10.0","26.0","23.0","3.0","7.0","5.0","2.0","2.0","16.0","15.0","1.0","3.0","2.0","1.0"
"　A 農業，林業_　02 林業_　022 素材生産業","5.0","33.0","26.0","7.0","25.0","20.0","5.0","-","-","-","-","-","-","-","5.0","33.0","26.0","7.0","25.0","20.0","5.0","5.0","33.0","26.0","7.0","25.0","20.0","5.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　022 素材生産業_1～4人","2.0","6.0","4.0","2.0","2.0","1.0","1.0","-","-","-","-","-","-","-","2.0","6.0","4.0","2.0","2.0","1.0","1.0","2.0","6.0","4.0","2.0","2.0","1.0","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　022 素材生産業_5～9人","2.0","15.0","12.0","3.0","13.0","10.0","3.0","-","-","-","-","-","-","-","2.0","15.0","12.0","3.0","13.0","10.0","3.0","2.0","15.0","12.0","3.0","13.0","10.0","3.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　022 素材生産業_10～19人","1.0","12.0","10.0","2.0","10.0","9.0","1.0","-","-","-","-","-","-","-","1.0","12.0","10.0","2.0","10.0","9.0","1.0","1.0","12.0","10.0","2.0","10.0","9.0","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　022 素材生産業_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　022 素材生産業_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　022 素材生産業_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　022 素材生産業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　022 素材生産業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　022 素材生産業_(再掲)5人以下","2.0","6.0","4.0","2.0","2.0","1.0","1.0","-","-","-","-","-","-","-","2.0","6.0","4.0","2.0","2.0","1.0","1.0","2.0","6.0","4.0","2.0","2.0","1.0","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　A 農業，林業_　02 林業_　022 素材生産業_(再掲)20人以下","5.0","33.0","26.0","7.0","25.0","20.0","5.0","-","-","-","-","-","-","-","5.0","33.0","26.0","7.0","25.0","20.0","5.0","5.0","33.0","26.0","7.0","25.0","20.0","5.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
